0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.4489179939,0.6798665466,0,0,0,0,0.7775362916,0.9278462107,0.2032814503,0,0.393387007,0,0.3147214709,0.9544431726,0,0,0.8907770077,0,0.8104392689,0.8861997866,1,0.568397325,0,0,0.9251667978,0.7088007973,0.8876231522,0.7710382907,0.7226779926,0.6482428869,0,0.7887707551,0,0.8971802267,0.8885433389,0.8864115674,0.6167853351,0,0,0.8826869453,0.8376802291,0.6792914106,0,0.7031457435,0.7325846336,0.7002962351,0.8288901242,0.781795297,0.9212575271,0.3130071155,0,0.3376788053,0,0.5116499422,0.7664406098,0.7612556549,0.3703959802,0,0.8111631098,0.9051633081,0.67967061,0.752174353,0,0,0.7224029146,0.7934588924,0,0,0.3239781684,0.8616462975,0.7685257443,0.7627739323,0.3866732272,0.2525636943,0.7101156019,0,0.4883847689,0.7386475659,0.8214760169,0.6128352084,0.3797414999,0.4089926357,0.6019608425,0.5433473693,0.8598865864,0.5468911003,0.7815793709,0,0.6950156703,0.8342112224,0.4552400426,0.7906455462,0,0,0.8344950201,0.6437404504,0,0,0,0.5944008941,0.7010355227,0.2813359276,0,0.8166808802,0.8772005754,0,0.7870949771,0.5221483964,0.820242908,0.6392798366,0,0,0.4417863095,0.7620349515,0.1892850778,0.7573018599,0.5716064318,0,0.7414067633,0.8396484843,0.7078669927,0.8595772814,0.8111983097,0,0,0,0.8196829999,0.5611527142
0.8624767805,0.6900792487,0,0,0,0,0.6616943088,0.5350452073,0.8518763743,0,0.632287077,0,0,0.5252271803,0,0,0.8177175549,0,0.6560327669,0.4605240436,0.568397325,1,0,0,0.5515935007,0.8201125524,0.3197444347,0.3836850537,0,0,0,0.8436988826,0.2475972657,0.5282551682,0.2765094502,0.4163869457,0.1756268442,0,0.6615318695,0.5316235755,0.6281356534,0.5021082429,0.4122348542,0.58430308,0.3647187869,0.5959771454,0.6878323941,0.5376594161,0.5790447862,0.3924666473,0,0.6324452791,0,0,0.407530666,0.7281527614,0.6484900699,0,0.2990955579,0.4425419822,0.2902370713,0.3427718841,0,0,0,0.5698036655,0,0,0,0.4594586961,0.5583050446,0.200605603,0,0,0,0,0,0.183682194,0.4757948769,0,0.25875994,0,0,0,0.4532878987,0,0.3014479319,0,0,0.3280995114,0,0,0,0,0.4300815467,0,0,0,0,0.2704896641,0.5740279165,0.4657722408,0,0.2421099502,0.3738776994,0,0.7517121892,0.5701387666,0.5982426558,0.4469932189,0,0,0,0.6548300287,0.3224710734,0.5367541296,0,0,0.5210855481,0.6286786245,0.5061891444,0.5781896938,0.3543720541,0,0.6106079138,0.3185895157,0.3096387719,0.6865078858
0.3898009916,0,0.6017245155,0.5266391992,0.4817406112,0.3964348741,0,0,0,0.6304107411,0.197939265,0.6221741742,0.3907701864,0,0.6754438599,0.7355553754,0,0.7997265538,0.3829046998,0.3352433128,0,0,1,0.8872757991,0.1844447597,0,0.3691990052,0,0,0,0.3950791348,0.276892704,0,0,0,0,0,0.5890386699,0,0,0,0,0,0,0,0,0,0,0,0.5772299117,0.3631570529,0,0.2376807474,0.2894384851,0,0,0,0.5300266182,0,0,0,0,0.3500658201,0.4548328548,0,0,0.2564475178,0.2552936865,0.2528198815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2556722471,0.4111286807,0,0.2294552504,0,0,0,0,0,0,0.4799456432,0,0,0,0,0.4730588325,0.6051915487,0.5131754073,0,0,0,0.4547094186,0,0,0,0,0,0.1910171956,0.5925776467,0.3078870358,0,0,0
0,0,0.8539459879,0.802664913,0.6134683984,0.6949059835,0,0,0,0.8734266356,0,0.7502933994,0.3327548343,0,0.8392422788,0.8308332366,0,0.9415125178,0,0,0,0,0.8872757991,1,0,0,0,0,0,0,0.7006068065,0,0,0,0,0,0,0.7993937859,0,0,0,0,0,0,0,0,0,0,0,0.4475826941,0.7011450175,0,0.6028263707,0.2512154047,0,0,0,0.7985574799,0,0,0,0,0.6816599136,0.6987944557,0,0,0.4102869802,0.4082225368,0.3305178072,0,0,0,0,0,0,0.3388544302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350635099,0.351708728,0,0.1824411211,0.5667232389,0.5117253593,0.5736947253,0,0,0,0,0,0,0.7165232145,0,0,0,0,0.6804468375,0.8256968155,0.4296235873,0,0,0,0.3448167151,0,0,0,0,0,0,0.8301257,0,0,0,0
0.5282421747,0.5896663773,0,0,0,0,0.8321575911,0.8659892881,0.2140867018,0,0.3128246092,0,0.4821086483,0.9043551113,0,0,0.8452780471,0,0.7340126125,0.8390945781,0.9251667978,0.5515935007,0.1844447597,0,1,0.6709854618,0.8462363188,0.67233437,0.6712019452,0.7278175426,0,0.794440095,0,0.7836081719,0.85839585,0.8220789032,0.6541865308,0,0,0.7810013365,0.7340939942,0.5031852592,0,0.5334324314,0.6015450081,0.5474033966,0.7555007657,0.7585381612,0.8351048584,0.2606268742,0,0.2459659464,0,0.54545183,0.6754011607,0.6434539922,0.2379765672,0,0.7917029574,0.8482059974,0.5773647705,0.6467530106,0,0,0.5603043952,0.689084222,0,0,0.3280065838,0.7847940014,0.6682295702,0.7834425297,0.4604497507,0.3402406959,0.7058744546,0,0.5903395357,0.6068119062,0.7357552728,0.6774653671,0.2871280841,0.4523400698,0.6417414056,0.601945325,0.7769071205,0.4522520577,0.673053553,0,0.6874711386,0.7778155565,0.3722718267,0.7374924281,0,0,0.7325514821,0.6948846156,0,0,0,0.413716759,0.5502564347,0,0,0.7349223825,0.8775352705,0,0.7344620797,0.3802655181,0.7249479215,0.6002436103,0,0,0.4973580491,0.6592251024,0,0.718737552,0.671868538,0,0.6119136775,0.7549154157,0.563237901,0.8046151261,0.7103547974,0,0,0,0.684503221,0.4285645014
0.5535786344,0.8647353231,0,0,0,0,0.645014025,0.7704527458,0.6800765548,0,0.4417505235,0,0,0.7114520797,0,0,0.9064398851,0,0.6674972943,0.5801026083,0.7088007973,0.8201125524,0,0,0.6709854618,1,0.4732140887,0.5497328348,0.3858945119,0.4026655226,0,0.7213671705,0,0.7519779873,0.5506501883,0.694145459,0.5307302004,0,0.5452957681,0.7924667997,0.8232936887,0.7505427046,0,0.7992621239,0.6645913172,0.8106119692,0.8432005998,0.6871754396,0.7999133384,0,0,0.4869560796,0,0,0.724068323,0.8682562023,0.7220175764,0,0.5029811424,0.7064643544,0.6805900792,0.6911818801,0,0,0.3264017045,0.8214348408,0,0,0,0.7489683314,0.8240309536,0.5471432709,0,0,0.5281176769,0,0.3399122113,0.5035605061,0.7848337978,0.4763539093,0.560989367,0.1830559531,0.4230284528,0.1989817838,0.7525395916,0.3453351269,0.650328259,0,0.4984971598,0.6466037506,0,0.4763884327,0,0,0.7466827585,0,0,0,0,0.6473220727,0.7921396694,0.5927842899,0,0.525762647,0.6735496046,0,0.8276452138,0.7462008594,0.8289973648,0.5668120195,0,0,0,0.8401594074,0.4767964301,0.7803028488,0,0,0.818160502,0.8355148233,0.7756687468,0.8289575424,0.4264190096,0,0.1763728779,0.4083521727,0.6091787954,0.8027067011
0.2505953125,0.4434016415,0,0,0,0,0.6455447412,0.7964835318,0,0,0.3175630033,0,0.4628216717,0.8421030629,0,0.2441071041,0.6920235483,0,0.8215372647,0.9365085811,0.8876231522,0.3197444347,0.3691990052,0,0.8462363188,0.4732140887,1,0.7668023587,0.7448967572,0.5907182617,0,0.60820408,0,0.7862515557,0.869964643,0.80282214,0.5073592823,0,0,0.752911512,0.6653528089,0.4775093472,0,0.4979237029,0.5773933217,0.4916434425,0.6443131847,0.6630148844,0.7779119999,0.3861859888,0,0,0,0.6750962921,0.6070503088,0.5315606334,0,0,0.7956941939,0.8074604409,0.5673204517,0.6208798667,0,0,0.7992890346,0.6073060733,0,0,0.5628107061,0.7514143093,0.5764573306,0.7143969,0.5455765011,0.4500778231,0.700011926,0,0.4916501064,0.7031845286,0.6547548181,0.6210224524,0.2573656654,0.532772172,0.648978714,0.6584851633,0.7380043614,0.5813437666,0.6887094765,0,0.7047650401,0.7895671884,0.5670486865,0.8195811806,0,0,0.7295492118,0.7885560603,0.2764513956,0,0,0.5208163531,0.4889016683,0,0,0.7696092449,0.7927526084,0,0.5653578986,0.2908569007,0.6425349924,0.5099520607,0,0,0.5822889282,0.5399657407,0,0.6091112822,0.7442528851,0,0.556763618,0.6358740397,0.5148214361,0.6694940383,0.8057941973,0,0,0,0.7212629412,0.3085137936
0,0.7086817203,0,0,0,0,0.5828734624,0.8484226797,0.2502178279,0,0.4436142352,0,0,0.8432338413,0,0,0.7368505485,0,0.8024413343,0.8530372134,0.7710382907,0.3836850537,0,0,0.67233437,0.5497328348,0.7668023587,1,0.8294327098,0.436203645,0,0.5271734628,0,0.8839126967,0.7896003038,0.8941889571,0.4540124483,0,0,0.8664440838,0.8335971312,0.7403149005,0.380638236,0.7889381216,0.7712674041,0.7602617481,0.7991304043,0.7942309144,0.8149189919,0.2836483245,0,0.5051847656,0,0.371623875,0.7222403703,0.7168812907,0.5430657484,0,0.8063145654,0.8845322371,0.7316196817,0.784953223,0,0,0.8394959401,0.8251517679,0,0,0.3905896409,0.8880845036,0.8054534802,0.6817224297,0.4742148508,0.3885231936,0.7469673781,0,0.3873841781,0.8663457221,0.8039138025,0.4968561712,0.6336511362,0.556482964,0.6905654311,0.5657364402,0.8706245566,0.7296957523,0.8079316325,0,0.7870507799,0.8696677522,0.3301976653,0.70074788,0,0,0.882589535,0.4949653716,0,0,0,0.7728544361,0.7439577739,0.5113968063,0.1947029121,0.8250387928,0.7015577076,0,0.6889842582,0.6301810282,0.8298290676,0.651079584,0,0,0,0.689203389,0.2317110821,0.8097480852,0.4926091778,0,0.7892500531,0.7684333629,0.7836613179,0.7594288976,0.6518453859,0,0,0.3993296358,0.7549602204,0.6639589772
0,0.4565870949,0,0,0,0,0.4105683785,0.7988925482,0,0,0,0,0.3952369998,0.8178405854,0,0,0.5753910112,0,0.5180906082,0.7680851742,0.7226779926,0,0,0,0.6712019452,0.3858945119,0.7448967572,0.8294327098,1,0.7318579618,0,0.4385312515,0,0.7718361015,0.9044104164,0.8869038943,0.6983149359,0,0,0.7500510737,0.6209024154,0.5351920855,0,0.5833378331,0.6162134091,0.5526005694,0.6178939203,0.7822409115,0.6982897354,0,0,0,0,0.731811264,0.7321968721,0.5026946384,0.23914563,0,0.9212624233,0.8661988396,0.8029594625,0.8111204264,0,0,0.8397309752,0.6678593999,0,0,0.6246905981,0.8171324663,0.6602186719,0.8794007932,0.7405157377,0.6302718987,0.8721497504,0,0.7257558494,0.9272419573,0.7561046351,0.710399523,0.5260803745,0.7539942107,0.8200287259,0.8464403391,0.8189096344,0.8854135038,0.8594654415,0,0.8640627561,0.8904676719,0.6622931677,0.8346090775,0,0,0.8044244916,0.7500292308,0.2953343473,0,0,0.6985459488,0.5139327603,0,0,0.9143935266,0.7847634661,0,0.5630546623,0.3234874864,0.6442716432,0.4597246423,0,0,0.408356318,0.4476063688,0,0.6202675135,0.662925773,0,0.6328129455,0.5913021481,0.6254028475,0.6816033522,0.6282758576,0,0,0.1820087866,0.7194710007,0.3807959523
0,0.368025381,0,0,0,0,0.5284997727,0.7020134536,0,0,0,0,0.733749883,0.6934939754,0,0,0.5143570625,0,0.2749525961,0.5229808882,0.6482428869,0,0,0,0.7278175426,0.4026655226,0.5907182617,0.436203645,0.7318579618,1,0,0.4558725391,0,0.6042742007,0.8236533151,0.7179468833,0.937916987,0,0,0.5998280723,0.4768285084,0.3585404273,0,0.3710912877,0.488033959,0.3851742263,0.4988266275,0.6472291032,0.6120670998,0,0,0,0,0.7482038155,0.7498864831,0.4210813377,0,0,0.7447423243,0.7279549933,0.6996956028,0.7178758464,0,0,0.4295589035,0.5276012203,0,0,0.3359276721,0.6479283387,0.5362587756,0.9053275478,0.5965320691,0.4518642915,0.7567844509,0.2807541491,0.9135717559,0.6004896633,0.6983099161,0.743385684,0.3018894632,0.5591795544,0.6551688112,0.7336738255,0.6640775688,0.5223216831,0.6726071439,0.2922974358,0.6685744,0.6852607733,0.5737244789,0.667460205,0,0,0.5882904728,0.6837625123,0.3155284106,0,0,0.3851059914,0.3756335297,0,0,0.7328510545,0.8660139542,0,0.5355253187,0.1884671389,0.5153375362,0.3915806725,0,0,0.4877018983,0.4225911211,0,0.5004287081,0.6268725982,0,0.4850608332,0.5510736658,0.4821040139,0.694916871,0.5732185237,0,0,0,0.6335737099,0.2222226126
0,0,0.9297222613,0.8657800221,0.5276241813,0.8613315722,0,0,0,0.9221629841,0,0.7379499635,0.3637845625,0,0.690781422,0.5025321428,0,0.7856327189,0,0,0,0,0.3950791348,0.7006068065,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7859312237,0,0,0,0,0,0,0,0,0,0,0,0,0.902634526,0,0.9093542512,0.18003302,0,0,0,0.9030625092,0,0,0,0,0.8825067351,0.7210325142,0,0,0.6193008492,0.6173514931,0,0,0,0,0,0,0,0.6311681067,0,0,0,0,0,0,0,0,0,0,0,0.387314656,0,0,0,0,0.6107768449,0.6124665901,0,0,0.6689765578,0.805074207,0.8065039817,0,0,0,0,0,0,0.957630771,0,0,0,0,0.8589110647,0.9509990525,0.3347680486,0,0,0,0,0,0,0,0,0,0,0.8026952918,0,0,0,0
0.8412760777,0.5467705295,0,0,0,0,0.7122270612,0.6918145702,0.5399695399,0,0.4250347194,0,0.2291744776,0.7457792343,0,0,0.8479694886,0,0.6777456615,0.6821072343,0.7887707551,0.8436988826,0.276892704,0,0.794440095,0.7213671705,0.60820408,0.5271734628,0.4385312515,0.4558725391,0,1,0,0.6311229495,0.5837649905,0.6194254742,0.4185509049,0,0.2683357103,0.61113613,0.6103384288,0.4105248811,0.2724782607,0.5227955288,0.3691605883,0.5062350195,0.685488891,0.6857091642,0.6818316803,0.4476716188,0,0.3857442495,0,0.2905129747,0.5203464703,0.6583054606,0.3725510156,0,0.6283306812,0.6381989622,0.400944171,0.4800606832,0,0,0.3741363135,0.5642484626,0,0,0,0.5789087866,0.5417292112,0.4951130506,0,0,0.3860205226,0,0.2698569617,0.4236397481,0.5669437686,0.4689920197,0,0,0.3137870689,0.2773987175,0.5791480033,0.2731802917,0.4996004126,0,0.3684127377,0.5352123254,0,0.4694107399,0,0,0.5324886707,0.3853715678,0,0,0,0.2831011821,0.4670788042,0.1971028785,0,0.5322637816,0.6043140113,0,0.7761375807,0.3478686122,0.5867367768,0.4289224239,0,0,0.4463008366,0.5627167107,0,0.5230941843,0.4507985915,0,0.500385769,0.6207923058,0.4631630458,0.642662231,0.5517244439,0,0.4060144157,0,0.4427311668,0.5060440811
0,0.3940103168,0,0,0,0,0,0,0.4436483436,0,0.4635598163,0,0,0,0,0,0,0,0,0,0,0.2475972657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7174782962,0,0.2410536532,0.4216911552,0.5422309051,0.3412830806,0.2526039912,0.3437939229,0,0,0,0,0,0.6619362226,0,0,0,0.3165005816,0.6178023685,0,0,0,0,0,0,0,0,0.1964802916,0,0,0,0,0.2062906088,0,0,0,0,0,0,0,0,0,0.2301596064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3993488721,0.5893956852,0.6269138394,0,0,0,0,0.5694195162,0.2252607137,0.3637615834,0,0,0,0.3397837404,0.6503299872,0.2203314663,0,0.5858130015,0.2377951148,0.2107204402,0.3024759404,0,0,0,0.2899805356,0.4319305607,0,0.475674311
0.2314145166,0.8625438492,0,0,0,0,0.7358983391,0.9685276887,0.2821092205,0,0.4380117031,0,0,0.9256207954,0,0,0.8829426398,0,0.8065907828,0.840997435,0.8971802267,0.5282551682,0,0,0.7836081719,0.7519779873,0.7862515557,0.8839126967,0.7718361015,0.6042742007,0,0.6311229495,0,1,0.8676582855,0.9563997978,0.6570584582,0,0.2201032581,0.986714716,0.9586972278,0.8786667952,0.2123320712,0.9001459586,0.8957759135,0.903069931,0.934617347,0.8531725492,0.9603406641,0,0,0.4983760153,0,0.3513933941,0.8908124966,0.8818172153,0.6218959175,0,0.8076321751,0.9607267042,0.8491640243,0.8973359071,0,0,0.749945076,0.952943019,0,0,0.2220987205,0.9695529397,0.9417385732,0.7919556307,0.3928982113,0.253920778,0.7988125163,0,0.5061958763,0.842784866,0.9415280631,0.5570659408,0.6752756038,0.4808591884,0.6698202559,0.5216307724,0.9676473676,0.6376544542,0.881668755,0,0.7858988679,0.9093689032,0.3790380059,0.7266892391,0,0,0.9551717116,0.4734355352,0,0,0,0.8107105542,0.8971931194,0.5322480214,0,0.8571182866,0.8559445455,0,0.8415323788,0.7647035215,0.9593799409,0.7147196888,0,0,0,0.881115932,0.3267807877,0.8887122569,0.3920889269,0,0.9196736395,0.9427069285,0.9174187745,0.9459738597,0.7803259438,0,0,0.3769030743,0.9066343426,0.7832317473
0,0.5669553946,0,0,0,0,0.6287161314,0.9050460863,0,0,0,0,0.4979054698,0.9165600162,0,0,0.7386224648,0,0.6530937956,0.8519714168,0.8885433389,0.2765094502,0,0,0.85839585,0.5506501883,0.869964643,0.7896003038,0.9044104164,0.8236533151,0,0.5837649905,0,0.8676582855,1,0.9314919123,0.7860083583,0,0,0.8543508011,0.7426391725,0.6206720309,0,0.6313849018,0.7169393384,0.627153683,0.7366756195,0.8013298941,0.8504859065,0,0,0,0,0.7271764639,0.8045461509,0.6292361349,0.2528184513,0,0.9064997174,0.9329076803,0.8027989132,0.8343522832,0,0,0.7962478243,0.7501826035,0,0,0.5136855105,0.8780962526,0.7373009087,0.9245232435,0.6384512529,0.5027574997,0.8693701665,0,0.7413840443,0.8605258219,0.8355086174,0.752128071,0.4540674183,0.6487852532,0.7761470317,0.783477945,0.8828912777,0.7436765303,0.8634173653,0,0.8404961853,0.9089538719,0.6705570397,0.8881164558,0,0,0.8516168075,0.7956793967,0.2369054792,0,0,0.6709364615,0.615820629,0,0,0.9132821055,0.9272366018,0,0.6879626947,0.406188906,0.7543751743,0.5725571913,0,0,0.4969328266,0.6279914052,0,0.7238640582,0.6828098048,0,0.7067883066,0.7500243606,0.6857509314,0.8252419502,0.7702918489,0,0,0,0.8324100603,0.4301539133
0,0.7668774876,0,0,0,0,0.6851699343,0.9755561217,0.1778311985,0,0.2767250859,0,0.2296031763,0.9568951333,0,0,0.8347914895,0,0.7242924986,0.8497884035,0.8864115674,0.4163869457,0,0,0.8220789032,0.694145459,0.80282214,0.8941889571,0.8869038943,0.7179468833,0,0.6194254742,0,0.9563997978,0.9314919123,1,0.7457614633,0,0,0.9523842769,0.8866211431,0.7750288415,0,0.8290226297,0.8348909483,0.8194249267,0.8847885084,0.888743191,0.9216732246,0,0,0.3675800362,0,0.5149614734,0.896064865,0.7812313861,0.4986664878,0,0.9118337857,0.9933691806,0.8880974631,0.9269700626,0,0,0.8015309773,0.910084748,0,0,0.3885367612,0.9778878942,0.8993880527,0.901922951,0.5691604427,0.4324351892,0.8952328645,0,0.6643002608,0.9147112267,0.9404346388,0.7128296455,0.6681001025,0.6330571028,0.7938566302,0.7012116317,0.9797460849,0.7741497017,0.9421565158,0,0.8822170957,0.9695012081,0.4975317572,0.8295896573,0,0,0.9635647755,0.6097729127,0,0,0,0.8035335634,0.7968467921,0.4136487697,0,0.9332588969,0.9066103623,0,0.8104316297,0.6384493746,0.8986162812,0.6408766657,0,0,0.2865997873,0.7746960859,0,0.8543610628,0.5470035402,0,0.872713958,0.8738284688,0.8552980386,0.9143011999,0.730136086,0,0,0.3200243578,0.8776265132,0.6796092499
0,0.511700822,0,0,0,0,0.4854415371,0.7254760412,0,0,0,0,0.5583501149,0.673477162,0,0,0.5601276177,0,0.2587023515,0.4706812557,0.6167853351,0.1756268442,0,0,0.6541865308,0.5307302004,0.5073592823,0.4540124483,0.6983149359,0.937916987,0,0.4185509049,0,0.6570584582,0.7860083583,0.7457614633,1,0,0,0.6773815995,0.5561720057,0.5017207683,0,0.5130494824,0.5803300192,0.5227070298,0.5690040654,0.6641814568,0.659622459,0,0,0,0,0.6003579906,0.8270709938,0.5297107835,0.2122885566,0,0.6970596688,0.7450547528,0.8224561171,0.8081242689,0,0,0.4112648063,0.6327176592,0,0,0.2028735325,0.7024110172,0.65381071,0.896365659,0.504971356,0.3531633878,0.7653185373,0,0.8878163789,0.6333916073,0.7804116545,0.7283394202,0.4393091397,0.5251404283,0.6426256209,0.6609341258,0.7273166404,0.5541891296,0.7482396514,0,0.6707844409,0.7085500872,0.5706203526,0.6749420112,0,0,0.663612045,0.5811757552,0,0,0,0.5387045055,0.5119506862,0,0,0.7287064931,0.8426638264,0,0.5784218276,0.3599849158,0.6124781479,0.4304434267,0,0,0.3688865023,0.5366111578,0,0.5844154923,0.4568369505,0,0.6336680016,0.6361594283,0.6208498752,0.7691621254,0.4967508383,0,0,0,0.6663391185,0.3755816118
0,0,0.8914023494,0.7948723029,0.5387828091,0.8317014514,0,0,0,0.8738761712,0,0.6237970846,0.1806305661,0,0.8178942575,0.7120693636,0,0.7936532137,0,0,0,0,0.5890386699,0.7993937859,0,0,0,0,0,0,0.7859312237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3462584797,0.8393521553,0,0.7465121863,0,0,0,0,0.8706373184,0,0,0,0,0.8057054641,0.8035797027,0,0,0.7301239503,0.728262531,0.4058022665,0,0,0,0,0.182484497,0,0.5080077234,0,0,0,0,0,0,0,0,0,0,0,0.257263451,0,0,0,0,0.5356506792,0.5366648208,0,0,0.6606402051,0.6860658791,0.7164592949,0,0,0,0,0,0,0.7364443007,0,0,0,0,0.7942511063,0.8347579299,0.4380175184,0,0,0,0.2737175082,0,0,0,0,0,0,0.9007055208,0,0,0,0
0.44924257,0.5908624172,0,0,0,0,0.2877832372,0,0.8351082868,0,0.6002667434,0,0,0,0,0,0.4472741012,0,0.3323693403,0,0,0.6615318695,0,0,0,0.5452957681,0,0,0,0,0,0.2683357103,0.7174782962,0.2201032581,0,0,0,0,1,0.2750213999,0.4104763781,0.466707342,0.5748252722,0.4550701806,0.2381166152,0.4732780593,0.4316500539,0.1903859472,0.272836005,0.2639984404,0,0.6867920185,0,0,0,0.4983361226,0.7928195429,0,0,0,0,0,0,0,0,0.3654559188,0,0,0,0.1768971226,0.3697484025,0,0,0,0,0,0,0,0.1941675672,0,0.311850381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1991878287,0,0,0,0,0.2512372141,0.4845907825,0.7481648132,0.3531155104,0,0,0,0.3690220535,0.6285302631,0.3939864565,0.436335256,0,0,0,0.4884701099,0.6826054278,0.395142813,0,0.5266558168,0.3647221039,0.3759528557,0.3666743909,0.2611059935,0,0,0.4966238859,0.4663859908,0,0.6182056608
0.2221010633,0.8946757624,0,0,0,0,0.7333851593,0.9670280979,0.3130822636,0,0.4244991103,0,0,0.9143275482,0,0,0.8913253513,0,0.7748638725,0.8062026077,0.8826869453,0.5316235755,0,0,0.7810013365,0.7924667997,0.752911512,0.8664440838,0.7500510737,0.5998280723,0,0.61113613,0,0.986714716,0.8543508011,0.9523842769,0.6773815995,0,0.2750213999,1,0.9701051533,0.9053043296,0.1883432215,0.915407245,0.9184343303,0.9209589243,0.9432280576,0.8439266706,0.9694720178,0,0,0.5001832876,0,0.3064991116,0.8953982045,0.8997197527,0.6524869335,0,0.7781765405,0.9582318934,0.8723122671,0.9072511589,0,0,0.7166854244,0.9708937504,0,0,0.1840295589,0.9772422832,0.9638331931,0.7937668939,0.373845886,0.2352490878,0.8010722563,0,0.5148187613,0.8321085583,0.9572268832,0.5605843115,0.6990790212,0.4759127198,0.670808293,0.5052551225,0.9770047143,0.633376591,0.8903670985,0,0.7866159667,0.9091232608,0.3758096872,0.7304184103,0,0,0.9682962164,0.4527794486,0,0,0,0.8337427107,0.9197057605,0.5709824901,0,0.8421523785,0.8560692697,0,0.8438842762,0.8035290723,0.9784263433,0.7380238096,0,0,0,0.9094038392,0.3960760192,0.9253417979,0.3500977083,0,0.9483011577,0.961730664,0.9368626272,0.963655703,0.7183324638,0,0,0.3775873495,0.8952926488,0.8053572689
0.2974492205,0.9509720675,0,0,0,0,0.7679022115,0.9254081678,0.4325458127,0,0.5645770329,0,0,0.859043546,0,0,0.904901228,0,0.7957382063,0.7390952663,0.8376802291,0.6281356534,0,0,0.7340939942,0.8232936887,0.6653528089,0.8335971312,0.6209024154,0.4768285084,0,0.6103384288,0.2410536532,0.9586972278,0.7426391725,0.8866211431,0.5561720057,0,0.4104763781,0.9701051533,1,0.9339775581,0.270539439,0.9388541373,0.926468048,0.9524750189,0.961694267,0.7910594511,0.9528732629,0,0,0.6584016274,0,0,0.8523183143,0.9379460677,0.7407596976,0,0.6656719737,0.9011253876,0.7901392746,0.8413028616,0,0,0.6180162646,0.9788675222,0,0,0,0.9384002936,0.9694213799,0.6743282866,0.2332672576,0,0.700782236,0,0.3712004389,0.7350022536,0.923945607,0.4203293404,0.7126598702,0.3544744837,0.5697751824,0.3457559922,0.9322555512,0.4981515677,0.8003345676,0,0.6983623504,0.8308524798,0.1885152003,0.5942155289,0,0,0.9285564647,0.2820600397,0,0,0,0.7852634187,0.9634601335,0.6475547551,0.2114653741,0.7416932942,0.7825804229,0,0.8543971608,0.8847882141,0.9927091686,0.7828227733,0,0,0,0.9620864439,0.5066935176,0.938473369,0.2197660353,0,0.9463312359,0.9839506792,0.946046034,0.9499855817,0.6857969581,0,0,0.4406825139,0.8636401972,0.8804684136
0,0.9320343602,0,0,0,0,0.5680360194,0.8075819659,0.3902523526,0,0.4670597897,0,0,0.7036806099,0,0,0.7696437637,0,0.6260752338,0.5544018776,0.6792914106,0.5021082429,0,0,0.5031852592,0.7505427046,0.4775093472,0.7403149005,0.5351920855,0.3585404273,0,0.4105248811,0.4216911552,0.8786667952,0.6206720309,0.7750288415,0.5017207683,0,0.466707342,0.9053043296,0.9339775581,1,0.2910635602,0.9540033083,0.9375227581,0.9608831339,0.8689303839,0.6705791975,0.8615828855,0,0,0.6381031157,0,0,0.816359742,0.9194956934,0.8088702956,0,0.5109701231,0.7859362884,0.8019132166,0.8249028526,0,0,0.5606561777,0.9391909306,0,0,0,0.8602277778,0.9413862965,0.5642969271,0,0,0.6074351604,0,0.2772453587,0.7045663882,0.8791632043,0.2795519483,0.7569523651,0.2636896236,0.4467258855,0.2133123431,0.860756306,0.47991317,0.7620806703,0,0.5959273533,0.7310360915,0.1947257036,0.4990362896,0,0,0.8713564362,0,0,0,0,0.8494087203,0.9796605358,0.7445524891,0.4755624391,0.6551411663,0.6463190671,0,0.7547976308,0.9365439869,0.9418746073,0.7331592518,0,0,0,0.9335029627,0.6325888336,0.8774310746,0,0,0.9490089381,0.9243065521,0.9632745,0.8757723096,0.5601826707,0,0,0.5478480034,0.8279625875,0.8963170603
